actividad_tipo,nombre,tipo_via_codigo,tipo_via_descripcion,direccion_nombre_via,direccion_numero,direccion_codigo_postal,municipio_codigo,municipio_nombre,referencia,web,email,telefono,fax,longitud,latitud,fecha_creacion,fecha_actualizacion
vivienda vacacional,La Roma VV,CL,Calle,Marejadilla,61,38687.0,38019,Guía de Isora,Playa San Juan,,,629096406.0,,-16.82010047,28.18503452,2016-05-09T12:45:15.374000,2018-02-08T12:36:45.855000
vivienda vacacional,La Romantica VV,CL,Calle,Las Hiedras,72,38418.0,38031,Los Realejos,Ur La Romantica,,,646364383.0,,-16.58380232,28.39838881,2017-09-21T12:51:36.137000,2018-02-08T12:36:45.855000
vivienda vacacional,La Rosa 81 VV,CL,Calle,La Rosa,81,38001.0,38038,Santa Cruz de Tenerife,Vd 03C,,,922034699.0,,-16.24815085,28.47390692,2017-07-06T11:49:29.669000,2018-02-08T12:36:45.855000
vivienda vacacional,La Rosa VV,AV,Avenida,Jardines del Duque,0,38679.0,38001,Adeje,Vd 21,,,661780416.0,,-16.73140747,28.09130816,2016-05-09T12:45:15,2017-08-18T09:53:44
vivienda vacacional,La Sabina 8 VV,CM,Camino,La Sabina,33,38434.0,38022,Icod de los Vinos,Buen Paso,,,922812078.0,,-16.68599512,28.38207792,2017-07-19T10:33:08.400000,2018-02-08T12:36:45.855000
vivienda vacacional,La Sabina VV,CM,Camino,La Sabina,75,38434.0,38022,Icod de los Vinos,Buen Paso,,,,,-16.68773903,28.38365927,2016-05-09T12:45:15,2018-03-02T13:56:08.229000
vivienda vacacional,La Serenidad VV,CR,Carretera,General TF 51 Arona Vilaflor,42,38649.0,38006,Arona,Chasagua,,,650085712.0,,-16.69058032,28.08857457,2016-05-09T12:45:15,2015-08-04T12:11:58
alojamiento hotelero,La Siesta,AV,Avenida,Rafael Puig Lluvina,21,38650.0,38006,Arona,Py Americas,www.lasiesta-hotel.com,info@lasiesta-hotel.com,922792300.0,922798620.0,-16.732768,28.05847799,2016-05-09T12:45:15,2017-04-06T14:47:04.613000
vivienda vacacional,La Sirena VV,CL,Calle,La Sirena,3,38618.0,38017,Granadilla de Abona,Los Abrigos Pl 3 Vd 6,,,616658838.0,,-16.59007559,28.02967103,2016-05-09T12:45:15,2018-06-19T10:35:02
alojamiento extrahotelero,La Sombrera CR,CL,Calle,La Sombrera,36,38579.0,38012,Fasnia,La Sombrera,,,900202474.0,,-16.45789856,28.22416026,2017-07-13T07:27:20.964000,2017-07-13T07:27:20.964000
alojamiento extrahotelero,La Tajona CR,CL,Calle,La Concepcion,2,38677.0,38001,Adeje,Tijoco,www.casarurallatajona.com,,,,-16.748611,28.15745099,2016-05-09T12:45:15,2017-08-21T12:13:51.306000
alojamiento extrahotelero,La Tanquera CR,CL,Calle,La Tanquera,24,38415.0,38031,Los Realejos,,,,609179171.0,,-16.56981499,28.359235,2016-05-09T12:45:15.374000,2016-04-27T07:47:54.279000
vivienda vacacional,La Tejita VV,CL,Calle,Pizarro,2,38618.0,38017,Granadilla de Abona,La Tejita Bq 1 Pl 1 Vd H,,,647681769.0,,-16.56215737,28.03487734,2017-04-07T15:01:30,2018-05-25T12:59:34
alojamiento extrahotelero,La Tinta,CL,Calle,Carrizal Bajo,0,38489.0,38010,Buenavista del Norte,,,,,,-16.8653705,28.32072034,2016-05-09T12:45:15.374000,2016-11-09T09:37:12.779000
alojamiento extrahotelero,La Torre CR,CR,Carretera,Comarcal TF 5,42,38414.0,38031,Los Realejos,El Socorro Km 42,www.casaslatorre.com/,,922258484.0,,-16.60425,28.390523,2016-05-09T12:45:15.374000,2019-03-19T09:17:58.329000
alojamiento extrahotelero,La Tranquilidad CE,CL,Calle,La Audiencia,6,38280.0,38046,Tegueste,,,,,,-16.33380478,28.52365652,2017-05-08T10:41:15.421000,2018-03-08T12:57:55.635000
vivienda vacacional,La Trinidad VV,Cl,Calle,El Rosal,4,38440.0,38018,La Guancha,,,,690808436.0,,-16.65610484,28.37759125,2016-05-09T12:45:15,2023-10-18T14:04:54.665000
alojamiento extrahotelero,La Tunera CR,CL,Calle,El Manzano,16,38580.0,38005,Arico,Villa de Arco,,casarurallatunera@yahoo.es,922244825.0,,-16.502796,28.16656199,2016-05-09T12:45:15,2016-11-30T12:16:21.879000
vivienda vacacional,La Vaguada 13 VV,AV,Avenida,Mar Adriatico,19,38612.0,38017,Granadilla de Abona,El Medano Rs La Vaguada Vd 13,,fraukemuus@hotmail.com,666224021.0,,-16.53486443,28.05123094,2019-02-19T13:13:31.042000,2019-02-19T13:13:31.042000
alojamiento extrahotelero,La Venta CR,CL,Calle,Nuestra Señora de la Esperanza,8,38594.0,38017,Granadilla de Abona,Las Vegas,,ympinilla@gmail.com,670749580.0,,-16.546852,28.14483799,2016-05-09T12:45:15.374000,2016-04-26T14:26:22.992000
alojamiento extrahotelero,La Verita CR,CL,Calle,Vera de Cano,67,38579.0,38012,Fasnia,,www.lasombrera.com,,,,-16.458024,28.21998499,2016-05-09T12:45:15.374000,2016-04-26T14:05:28.993000
vivienda vacacional,La Vica VV,CL,Calle,Santo Domingo,14,38613.0,38052,Vilaflor,Pl 2 Vd 06,,,610248187.0,,-16.63661397,28.15694661,2016-05-09T12:45:15,2015-08-04T12:05:34
alojamiento extrahotelero,La Viñita,CL,Calle,Veinticinco de Julio,14,38589.0,38005,Arico,Arico Nuevo,,,669439524.0,,-16.47682535,28.17731426,2016-05-09T12:45:15.374000,2016-05-04T11:47:41.723000
alojamiento extrahotelero,La Vista CR,CL,Calle,La Vista,78,38579.0,38012,Fasnia,,www.casa-la-vista.com,,,,-16.450833,28.23454799,2016-05-09T12:45:15.374000,2017-01-24T13:01:33.524000
alojamiento hotelero,La Vista HU,CL,Calle,El Culantrillo,13,38680.0,38019,Guía de Isora,,,,637410540.0,922852230.0,-16.77819352,28.2128113,2016-05-09T12:45:15.374000,2018-06-14T10:39:44.988000
vivienda vacacional,La Vista VV,AV,Avenida,Europa,40,38660.0,38001,Adeje,San Eugenio Alto Ur La Montaña Vd 5,,,617234953.0,,-16.72627485,28.07646113,2017-08-18T09:47:43,2017-08-18T09:47:43
alojamiento extrahotelero,La Vistita CR,CM,Camino,Nuevo,18,38688.0,38019,Guía de Isora,,www.casalavistita.com,,,,-16.765125,28.21735499,2016-05-09T12:45:15.374000,2016-04-26T14:40:12.575000
alojamiento extrahotelero,La Zapateria CR,CL,Calle,Virgen de la Paz,4,38689.0,38019,Guía de Isora,Chio,,,922723370.0,,-16.79615387,28.23581815,2016-05-09T12:45:15,2017-06-08T09:22:43.079000
vivienda vacacional,Ladera 23 VV,CL,Calle,La Florida,4,38120.0,38038,Santa Cruz de Tenerife,San Andres,,,600302626.0,,-16.19485373,28.50621294,2018-01-19T09:39:49,2018-02-08T12:36:45.855000
vivienda vacacional,Laderas del Pal-Mar VV,CL,Calle,Ruiseñor,9,38632.0,38006,Arona,El Palmar Bq 9 Pl 3 Vd 932,,,922732173.0,,-16.69693656,28.02472205,2018-04-09T12:54:22,2018-04-09T12:54:22
vivienda vacacional,Lady P VV,CL,Calle,Odisea,3,38630.0,38006,Arona,Costa del Silencio Rs Balcon del Mar Es 1 Vd 22,,alexandrco@romadie.com,686037141.0,,-16.64203631,28.0060736,2019-09-25T11:51:00.267000,2023-10-11T09:44:39.806000
alojamiento extrahotelero,Lagarto Backpackers,CM,Camino,El Guincho,108,38270.0,38023,La Laguna,Valle de Guerra,lagartobackpackers.com,,922545487.0,,-16.38633957,28.534378,2019-03-19T08:59:23.391000,2019-03-19T08:59:23.391000
alojamiento extrahotelero,Lago Ap,CR,Carretera,General TF 454 Puerto de Santiago,36,38684.0,38040,Santiago del Teide,Tamaimo,,,922860182.0,,-16.82440801,28.26183103,2016-05-09T12:45:15.374000,2017-09-27T14:17:49.715000
alojamiento extrahotelero,Lagos de Fañabe,CL,Calle,Londres,7,38660.0,38001,Adeje,Fañabe Ed Lagos de Fañabe,www.lagosdefanabe.com,loslagos@lagosdefañabe.com,,,-16.736364,28.08675199,2016-05-09T12:45:15.374000,2017-05-18T12:38:48.569000
vivienda vacacional,Lagos de Miramar 408 VV,CL,Calle,Uruguay,3,38612.0,38017,Granadilla de Abona,El Medano Rs Lagos de Miramar III Ap 408,,,663602601.0,,-16.53444715,28.04590805,2016-05-09T12:45:15,2018-02-08T12:36:45.855000
vivienda vacacional,Lagos de Mirazul Medano VV,CL,Calle,Jose Reyes Martin,18,38612.0,38017,Granadilla de Abona,El Medano Pt 4 Pl 1 Vd 05,,,615293252.0,,-16.53532478,28.04575432,2016-05-09T12:45:15,2018-02-08T12:36:45
alojamiento hotelero,Lagos del Cesar,CL,Calle,Jose Gonzalez Gonzalez,5,38683.0,38040,Santiago del Teide,Puerto de Santiago,www.hotasa.es,,,,-16.840431,28.23434999,2016-05-09T12:45:15.374000,2016-04-27T12:10:05.437000
vivienda vacacional,Laguna Catedral VV,CL,Calle,Obispo Rey Redondo,25,38201.0,38023,La Laguna,Pl 3 Vd F,,,683555557.0,,-16.31654287,28.4885125,2016-05-09T12:45:15,2015-08-04T13:57:37
vivienda vacacional,Laguna Cristo VV,CL,Calle,Anchieta,5,38201.0,38023,La Laguna,Pl At Vd Iz,,jl@palmensis.com,609073804.0,,-16.31423705,28.49018559,2016-05-09T12:45:15,2019-02-13T12:51:12.715000
alojamiento hotelero,Laguna Gran Hotel,CL,Calle,Nava y Grimon,18,38201.0,38023,La Laguna,La Laguna Gran Hotel ESq Cj San Roque,www.lalagunagranhotel.com,reservas@lalagunagranhotel.com,922108080.0,,-16.31330835,28.48889505,2016-05-09T12:45:15,2019-03-15T13:11:44.619000
alojamiento extrahotelero,Laguna Park,AV,Avenida,Los Pueblos,26,38660.0,38001,Adeje,Py Americas Ed Laguna Park,www.lagunapark1.com,dirección@lagunapark1.com,922714517.0,,-16.730267,28.07977099,2016-05-09T12:45:15.374000,2017-09-28T09:15:20.957000
alojamiento extrahotelero,Laguna Park II Costa Laguna,CL,Calle,Pais Vasco,1,38660.0,38001,Adeje,Torviscas Alto Ed Laguna Park II,www.lagunapark2.com,direccion@lagunapark2.com,,,-16.726697,28.08350299,2016-05-09T12:45:15.374000,2017-08-03T12:07:48.661000
informador turistico,Laguna Sur IT,CL,Calle,Jesus Dominguez Grillo,15,38650.0,38006,Arona,Los Cristianos,,,,,-16.72008004,28.05059216,2017-03-30T10:16:53.081000,2017-03-30T10:16:53.081000
vivienda vacacional,Lagunero VV,AV,Avenida,Leonardo Torriani,4,38205.0,38023,La Laguna,La Milagrosa Pl 10,,,696009656.0,,-16.31391992,28.4833535,2016-05-09T12:45:15,2018-01-15T12:48:23
vivienda vacacional,Laika VV,CL,Calle,Barranquillo,17,38650.0,38006,Arona,Los Cristianos Ed Laika Esc 1 Vd 02,,debbybliss@hotmail.com,664744828.0,,-16.71766447,28.05315193,2016-05-09T12:45:15,2019-02-15T13:04:54.378000
vivienda vacacional,Lala's Rambla Estudio VV,RB,Rambla,Pulido,74,38004.0,38038,Santa Cruz de Tenerife,Pl 3 Vd B,,,619348053.0,,-16.26100282,28.46786758,2016-05-09T12:45:15,2018-01-17T13:28:24
vivienda vacacional,Lambrusca VV,CL,Calle,Labrusca,61,38632.0,38006,Arona,Cho Parque La Reina ,,coronado47@hotmail.com,667547179.0,,-16.66370816,28.04769997,2017-08-11T11:32:08,2017-11-16T12:59:04
agencia de viajes,Lancenter Travel,CL,Calle,San Sebastian de La Gomera,14,38632.0,38006,Arona,El Fraile Lc 01,,,,,-16.66603567,28.01329339,2017-08-23T09:30:05,2018-05-07T12:34:31
vivienda vacacional,Lanzarote Puertito de Guimar VV,AV,Avenida,Ingeniero Manuel Gonzalez,1,38508.0,38020,Güimar,Puertito de Guimar Rs Lanzarote V 44,,,639665044.0,,-16.38025153,28.29104649,2017-04-04T13:48:35,2018-05-25T12:16:03.309000
vivienda vacacional,Lanzarote VV,AV,Avenida,Ingeniero Manuel Gonzalez,3,38508.0,38020,Güimar,Puertito de Guimar Rs Lanzarote V 105,,,666740750.0,,-16.38020229,28.29152238,2017-04-04T13:48:35,2018-02-08T12:36:45
vivienda vacacional,Lanzarote VV,CL,Calle,Karateca Francisco Perez,4,38508.0,38020,Güimar,Puert¡to de Guimar Rs Lanzarote Ap 143,,,639330279.0,,-16.38001986,28.29084074,2016-05-09T12:45:15,2018-02-27T09:48:42.535000
informador turistico,Larans Tour IT,AV,Avenida,Ernesto Sarti,10,38660.0,38001,Adeje,Torviscas Ed Parque Royal Lc 41,,,,,-16.73271358,28.08430001,2017-04-24T10:29:45.497000,2017-04-24T10:29:45.497000
vivienda vacacional,Larga Temporada Con Vistas VV,CL,Calle,Juan Pedro Rodriguez Cruz,12,38508.0,38020,Güimar,Puertito de Guimar Pl 2 Vd B,,,609644905.0,,-16.37168808,28.29671895,2016-05-09T12:45:15,2018-02-08T12:17:45
alojamiento extrahotelero,Las Adelfas,CL,Calle,Francisco Schumann,39,38639.0,38035,San Miguel,Golf del Sur,www.coral-hotels.com,,,,-16.610012,28.02904099,2016-05-09T12:45:15.374000,2017-08-08T12:25:26.607000
alojamiento hotelero,Las Aguilas,CL,Calle,Doctor Barajas,19,38400.0,38028,Puerto de la Cruz,Ht Las Aguilas,www.hotellasaguilas.com,,922383200.0,,-16.545758,28.39994699,2016-05-09T12:45:15.374000,2018-02-23T10:36:07.742000
vivienda vacacional,Las Americas Beach With Sea View VV,AV,Avenida,Arquitecto Gomez Cuesta,4,38650.0,38006,Arona,Py Americas Ed Torres de Yomely Bq C Pl 2 Vd 0D,,,630741236.0,,-16.72972207,28.06597456,2019-02-15T13:12:47.544000,2019-02-15T13:12:47.544000
vivienda vacacional,Las Arenas VV,CL,Calle,Lorenzo Rodriguez,31,38588.0,38005,Arico,Las Arenas Pl 0,,,606422510.0,,-16.47432435,28.10560985,2016-10-19T12:22:42,2016-11-02T13:04:40
vivienda vacacional,Las Arenas VV,CL,Calle,Lorenzo Rodriguez,31,38588.0,38005,Arico,Las Arenas,,,659035941.0,,-16.47428656,28.10560087,2016-10-19T12:22:42,2016-11-02T13:04:40
vivienda vacacional,Las Arenitas VV,CL,Calle,Jose Reyes Martin,18,38612.0,38017,Granadilla de Abona,El Medano Pt 4 Pl 1 Vd 08,,rosreveron@hotmail.com,633254317.0,,-16.53514579,28.04590608,2016-05-09T12:45:15,2018-02-08T12:36:45
alojamiento extrahotelero,Las Bouganvillas,CL,Calle,Cataluña,1,38660.0,38001,Adeje,Torviscas Alto Ed Las Bouganvillas,,,922790088.0,,-16.72528385,28.08567794,2017-08-21T13:11:10,2018-12-11T11:45:34.808000
vivienda vacacional,Las Brisas Estudio N5 VV,CL,Calle,Islandia,5,38660.0,38001,Adeje,San Eugenio Alto Rs Las Brisas Vd 5,,,,,-16.72509461,28.08236573,2017-08-18T09:37:52,2018-12-11T14:17:11.965000
vivienda vacacional,Las Caletillas VV,CL,Calle,Charco del Musgo,3,38530.0,38011,Candelaria,La Caletillas Ed Sara Vd 9,,,615069557.0,,-16.36245431,28.37893652,2017-05-17T14:36:01.743000,2018-02-22T10:29:39.480000
alojamiento hotelero,Las Cañadas,CR,Carretera,General TF 24 Las Cañadas,73,38290.0,38032,El Rosario,La Esperanza,,,,,-16.369116,28.44297699,2016-05-09T12:45:15.374000,2016-04-26T14:05:28.993000
alojamiento extrahotelero,Las Cañas HR,CL,Calle,Medio Arriba,40,38410.0,38031,Los Realejos,Realejo Alto,,info@hotelrurallosrealejos.com,922343771.0,,-16.585397,28.378423,2016-05-09T12:45:15.374000,2016-10-25T12:55:59.397000
alojamiento extrahotelero,Las Casitas del Cardon TR,CM,Camino,Jover,0,38260.0,38023,La Laguna,Tejina Cm Playa Jover,,,630931746.0,,-16.37392403,28.54271103,2019-03-19T14:06:40.186000,2019-03-19T14:06:40.186000
vivienda vacacional,Las Cumbres VV,AV,Avenida,Profesor Peraza de Ayala,11,38001.0,38038,Santa Cruz de Tenerife,Rs Anaga Bq B Pl 4 Vd 1,,rmacia@herbomar.com,697978194.0,,-16.24614897,28.47929403,2016-05-09T12:45:15,2017-06-13T13:40:46
vivienda vacacional,Las Charnecas VV,CL,Calle,Malvasia,6,38430.0,38022,Icod de los Vinos,Las Charnecas,,admontenerifenorth@gmail.com,747851547.0,,-16.71348215,28.37805812,2017-04-04T14:03:28,2018-02-08T12:36:45
alojamiento hotelero,Las Dalias,CL,Calle,Gran Bretaña,1,38660.0,38001,Adeje,San Eugenio,www.iberostar.com,,,,-16.730975,28.07630399,2016-05-09T12:45:15.374000,2018-09-26T13:59:28.146000
alojamiento extrahotelero,Las Dulces,CR,Carretera,Los Pajales,0,38688.0,38019,Guía de Isora,Pista Alzola,,,,,-16.801955,28.22086199,2016-05-09T12:45:15.374000,2016-11-09T09:37:12.779000
alojamiento extrahotelero,Las Flores,AV,Avenida,Los Pueblos,21,38660.0,38001,Adeje,Py Americas,,,,,-16.731077,28.07391399,2016-05-09T12:45:15.374000,2015-08-04T12:43:11.198000
vivienda vacacional,Las Flores 205 VV,AV,Avenida,Los Pueblos,21,38660.0,38001,Adeje,Py Americas Rs Las Flores Pl 2 Vd 205,,,922790078.0,,-16.73048493,28.07414961,2019-03-13T13:38:41.314000,2019-03-13T13:38:41.314000
vivienda vacacional,Las Flores VV,CL,Calle,Verodes,32,38190.0,38032,El Rosario,Tabaiba Media Vd 13,,,661490266.0,,-16.33035437,28.4069212,2017-09-26T12:40:57.121000,2018-02-08T12:36:45.855000
vivienda vacacional,Las Flores VV,CM,Camino,La Sabina,86,38434.0,38022,Icod de los Vinos,Buen Paso Vd 86 A2,,,619986743.0,,-16.68935563,28.38754141,2016-05-09T12:45:15,2018-03-02T13:56:08
alojamiento extrahotelero,Las Floritas,AV,Avenida,Arquitecto Gomez Cuesta,16,38650.0,38006,Arona,Py Americas Ed Las Floritas,www.apartamentoslasfloritas.com,lasfloritas@telefonica.net,922791367.0,0.0,-16.727097,28.06248998,2016-05-09T12:45:15,2019-02-13T09:34:39.548000
vivienda vacacional,Las Floritas 11/1 VV,AV,Avenida,Arquitecto Gomez Cuesta,16,38660.0,38006,Arona,Py Americas Ed Las Floritas Esc 1 Pl 0 Vd 11,,,686663082.0,,-16.72708785,28.06256691,2019-11-28T10:16:57.706000,2019-11-28T10:16:57.706000
vivienda vacacional,Las Floritas 16 VV,AV,Avenida,Arquitecto Gomez Cuesta,16,38660.0,38006,Arona,Py Americas Ed Las Floritas Esc 2 Pl 0 Vd 16,,,686663082.0,,-16.72703221,28.06255392,2019-11-28T10:18:54.362000,2019-11-28T10:18:54.362000
vivienda vacacional,Las Floritas VV,AV,Avenida,Arquitecto Gomez Cuesta,16,38650.0,38006,Arona,Py Americas Ed Las Floritas Esc 4 Pl 4 Vd 7,,,617810203.0,,-16.72708971,28.06253167,2016-05-09T12:45:15,2018-12-10T07:49:00.859000
vivienda vacacional,Las Floritas VV,AV,Avenida,Arquitecto Gomez Cuesta,16,38650.0,38006,Arona,Py Americas Ed Las Floritas Esc 4 Pl 2 Vd 8,,debbybliss@hotmail.com,664744828.0,,-16.72704321,28.06251371,2016-05-09T12:45:15,2016-09-01T13:24:16
alojamiento extrahotelero,Las Fuentes,AV,Avenida,La Habana,7,38650.0,38006,Arona,Los Cristianos Ed Las Fuentes,,,922752640.0,,-16.72138623,28.0512018,2016-09-02T08:58:49.304000,2016-09-02T08:58:49.304000
vivienda vacacional,Las Huertas VV,CL,Calle,Las Huertas,2,38670.0,38001,Adeje,Ed Maria Pl 1 Vd B,,,620064021.0,,-16.72497034,28.12295139,2016-05-09T12:45:15,2018-05-11T13:36:13.579000
alojamiento extrahotelero,Las Kentias TR,CM,Camino,Boqueron Viejo,44,38330.0,38023,La Laguna,Guamasa El Boqueron,,,,,-16.37692219,28.50712705,2019-03-19T14:12:02.104000,2019-03-20T07:34:20.674000
vivienda vacacional,Las Lilas VV,CL,Calle,Geranios,27,38312.0,38026,La Orotava,Ur San Miguel,,,651828274.0,,-16.53249146,28.38686511,2016-05-09T12:45:15.374000,2018-11-14T14:23:16.509000
alojamiento extrahotelero,Las Llanadas CR,CR,Carretera,Chanajiga,108,38415.0,38031,Los Realejos,,www.rurallasllanadas.com,info@rurallasllanadas.com,646648638.0,,-16.572628,28.35331899,2016-05-09T12:45:15.374000,2023-10-18T14:38:49.207000
vivienda vacacional,Las Llaves VV,CL,Calle,Las Llaves,43,38340.0,38043,Tacoronte,Campo de Golf,,,626836611.0,,-16.37749826,28.4830214,2016-05-09T12:45:15,2015-11-13T13:14:53
alojamiento extrahotelero,Las Mimosas Co,CL,Calle,Baleares,7,38660.0,38001,Adeje,Torviscas Alto,,,,,-16.723078,28.08598399,2016-05-09T12:45:15,2017-08-21T14:03:28.012000
alojamiento hotelero,Las Nieves,CL,Calle,El Campo,18,38680.0,38019,Guía de Isora,,,,922850703.0,,-16.78045758,28.21265512,2016-05-09T12:45:15.374000,2019-03-22T10:14:18.455000
vivienda vacacional,Las Olas 1105 VV,AV,Avenida,El Palmar,2,38632.0,38006,Arona,El Palmar Rs Las Olas Bq 1 Vd 1105,,,639911119.0,,-16.69174198,28.02484197,2017-05-17T13:04:55.630000,2018-02-08T12:36:45.855000
vivienda vacacional,Las Olas 1106 VV,AV,Avenida,El Palmar,2,38632.0,38006,Arona,El Palmar Rs Las Olas Bq 1 Vd 1106,,,639911119.0,,-16.69164403,28.02488232,2017-05-17T13:04:55.630000,2018-02-08T12:36:45.855000
vivienda vacacional,Las Olas 1312 VV,AV,Avenida,El Palmar,2,38632.0,38006,Arona,El Palmar Rs Las Olas Bq 1 Pl 3 Vd 1312,,,922732173.0,,-16.69144523,28.02505097,2017-05-17T13:04:55,2018-02-08T12:36:45
vivienda vacacional,Las Olas 2004 VV,AV,Avenida,El Palmar,2,38632.0,38006,Arona,El Palmar Rs Las Olas Bq 2 Vd 2004,,dafinver@gmail.com,619220957.0,,-16.69175118,28.02495897,2017-05-17T13:04:55,2018-02-08T12:36:45
vivienda vacacional,Las Olas 2107 VV,AV,Avenida,El Palmar,2,38632.0,38006,Arona,El Palmar Rs Las Olas Bq 2 Vd 2107,,dafinver@gmail.com,619220957.0,,-16.69165032,28.02499458,2017-05-17T13:04:55,2018-02-08T12:36:45
vivienda vacacional,Las Olas 3009 VV,AV,Avenida,El Palmar,2,38632.0,38006,Arona,El Palmar Rs Las Olas Bq 3 Vd 3009,,,639911119.0,,-16.69154609,28.02489961,2017-05-17T13:04:55.630000,2018-02-08T12:36:45.855000
vivienda vacacional,Las Olas 3011 VV,AV,Avenida,El Palmar,2,38632.0,38006,Arona,El Palmar Rs Las Olas Bq 3 Vd 3011,,,639911119.0,,-16.69142856,28.02493996,2017-05-17T13:07:19.928000,2018-02-08T12:36:45.855000
vivienda vacacional,Las Olas 3102 VV,AV,Avenida,El Palmar,2,38632.0,38006,Arona,El Palmar Rs Las Olas Bq 3 Vd 3102,,,639911119.0,,-16.69131756,28.02497454,2017-05-17T13:07:19.928000,2018-02-08T12:36:45.855000
vivienda vacacional,Las Olas 3104 VV,AV,Avenida,El Palmar,2,38632.0,38006,Arona,El Palmar Rs Las Olas Bq 3 Vd 3104,,,639911119.0,,-16.69120003,28.02501488,2017-05-17T13:07:19.928000,2018-02-08T12:36:45.855000
vivienda vacacional,Las Olas 3107 VV,AV,Avenida,El Palmar,2,38632.0,38006,Arona,El Palmar Rs Las Olas Bq 3 Vd 3107,,,639911119.0,,-16.69110862,28.02503794,2017-05-17T13:08:44.381000,2018-02-08T12:36:45.855000
vivienda vacacional,Las Olas 3111 VV,AV,Avenida,El Palmar,2,38632.0,38006,Arona,El Palmar Rs Las Olas Bq 3 Vd 3111,,,639911119.0,,-16.69183992,28.02482468,2017-05-17T13:01:41.551000,2018-02-08T12:36:45.855000
vivienda vacacional,Las Olas 3203 VV,AV,Avenida,El Palmar,2,38632.0,38006,Arona,El Palmar Rs Las Olas Bq 3 Vd 3203,,,639911119.0,,-16.69099762,28.02506676,2017-05-17T13:08:44.381000,2018-02-08T12:36:45.855000
vivienda vacacional,Las Olas 4001 VV,AV,Avenida,El Palmar,2,38632.0,38006,Arona,El Palmar Rs Las Olas Bq 4 Vd 4001,,dafinver@gmail.com,619220957.0,,-16.69155282,28.02502723,2017-05-17T13:04:55,2018-02-08T12:36:45
vivienda vacacional,Las Olas VV,AV,Avenida,El Palmar,2,38632.0,38006,Arona,El Palmar Rs Las Olas Bq 3 Pl 2 Vd 1205,,,619506638.0,,-16.69197688,28.02487558,2017-02-06T10:23:39,2018-02-08T12:36:45
vivienda vacacional,Las Olas VV,AV,Avenida,El Palmar,2,38632.0,38006,Arona,El Palmar Rs Las Olas Bq 6 Pl 3 Vd A,,mgroup.mobile@gmail.com,639911119.0,,-16.69125411,28.02511737,2017-02-06T10:23:39,2018-12-10T07:49:00.859000
vivienda vacacional,Las Olas VV,AV,Avenida,El Palmar,2,38632.0,38006,Arona,El Palmar Rs Las Olas Vd 1012,,,647644773.0,,-16.69187352,28.02491498,2017-02-06T10:23:39,2018-02-08T12:36:45
vivienda vacacional,Las Olas VV,PZ,"Plaza, plazoleta",Galicia,1,38612.0,38017,Granadilla de Abona,El Medano Ed La Ola Pl 0 Vd 115,,,619791162.0,,-16.5361299,28.04677347,2017-06-05T14:26:12,2018-11-21T10:17:55.829000
vivienda vacacional,Las Palmeras VV,CM,Camino,La Sabina,84,38434.0,38022,Icod de los Vinos,Buen Paso Vd 84 B,,,619986743.0,,-16.68915052,28.38776222,2016-05-09T12:45:15,2018-03-02T13:56:08
vivienda vacacional,Las Palmeras VV,CL,Calle,Girasol,7,38612.0,38017,Granadilla de Abona,Arenas de Mar,www.vilaslasdunastenerife.com,,922178999.0,,-16.52615005,28.05558111,2018-01-11T09:39:01,2018-02-08T12:36:45.855000
vivienda vacacional,Las Palmeras VV,CL,Calle,Girasol,38,38612.0,38017,Granadilla de Abona,Arenas de Mar,,,,,-16.52486362,28.05616231,2018-01-11T09:39:01,2018-02-08T12:36:45.855000
vivienda vacacional,Las Papas Caserio El Comisario VV,CL,Calle,Andres Miranda Hernandez,32,38435.0,38044,El Tanque,Vd 03,,,922136836.0,,-16.77550758,28.35946051,2017-02-07T14:38:37.312000,2018-02-08T12:36:45.855000
vivienda vacacional,Las Pardelas VV,CL,Calle,El Cabo,6,38129.0,38038,Santa Cruz de Tenerife,Almaciga,,,922590156.0,,-16.19640824,28.57189849,2016-07-11T07:44:04,2018-02-08T12:36:45.855000
alojamiento extrahotelero,Las Piedras CR,Cl,Calle,Juan Lopez,1,38489.0,38010,Buenavista del Norte,Carrizal Alto,,,670953718.0,,-16.85003026,28.31455933,2016-05-09T12:45:15.374000,2023-10-18T14:04:54.665000
vivienda vacacional,Las Pintaderas VV,CL,Calle,Los Claveles,9,38360.0,38041,El Sauzal,Samoga,,,618797202.0,,-16.43643488,28.48065236,2016-05-09T12:45:15,2018-02-08T12:36:45.855000
alojamiento extrahotelero,Las Piramides Aparthotel,CL,Calle,Victor Zurita Soler,4,38650.0,38006,Arona,Py Americas Ap Las Piramides ,www.apppiramides.net,reserva@apppiramides.net,922795657.0,,-16.72838,28.06314298,2016-05-09T12:45:15.374000,2017-08-11T08:44:40.872000
vivienda vacacional,Las Ranas VV,CM,Camino,Las Marreras,2,38379.0,38025,La Matanza,,,cpqquingal@gmail.com,628915183.0,,-16.43413868,28.44556055,2016-05-09T12:45:15,2015-08-05T07:38:22
alojamiento extrahotelero,Las Riquelas CR,CL,Calle,Real Orotava,31,38359.0,38041,El Sauzal,Las Riquelas,www.casasruralesdelnorte.com,,,,-16.429394,28.45408099,2016-05-09T12:45:15.374000,2016-04-26T14:05:28.993000
